id,wave,age,sex,ethnicity,education,region,urbanisation,religion,religion_open,A1,A6_1,A6_2,A6_3,A6_4,A6_5,A6_6,A6_7,A6_8,A6_9,A6_10,A6_11,A6_12,A6_13,A6_14,A6_15,A6_16,A6_17,A6_18,A6_66,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_66,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_9,B2_10,B2_12,B2_14,B2_15,B2_16,B2_17,B2_18,B2_19,B2_20,B2_21,C1_A1,C1_A2,C1_A3,C1_A4,C1_A5,C1_A6,C1_A7,C1_A9,C1_A10,C1_A12,C1_A14,C1_A15,C1_A16,C1_A17,C1_A18,C1_A19,C1_A20,C1_A21,C5_1,C5_2,C5_3,D2_1,D2_2,D2_3,D2_4,E1,E2,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E3_17,E3_18,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F2_8,F2_9,F2b_1,F2b_2,F2b_3,G_eval_leaders_1,G_eval_leaders_2,G_eval_leaders_3,G_eval_leaders_4,G_eval_leaders_5,G_eval_leaders_6,G_eval_leaders_7,G_eval_leaders_8,G_eval_leaders_9,G_eval_leaders_10,G_eval_leaders_11,G_eval_leaders_12,G_eval_leaders_13,G_eval_leaders_14,G_eval_leaders_15,G_eval_leaders_16,G_eval_leaders_17,G_eval_leaders_18,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G2_9,G2_10,G2_11,G2_12,G2_13,G2_14,G2_15,G2_16,G2_17,G2_18,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G3_10,G3_11,G3_12,G3_13,G3_14,G3_15,G3_16,G3_17,G3_18,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G4_16,G4_17,G4_18,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H4_7,H4_8,H4_9,H4_10,H4b_1,H4b_2,H4b_3,H4b_4,H4b_5,H4b_6,H4b_7,H4b_8,H4b_9,H4b_10,H7_1,H7_2,H7_3,H7_4,H7_5,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I20_1,I20_2,I20_3,I20_4,I20_5,I20_6,I20_7,I21_1,I21_2,I21_3
392046,1,62,Female,Dutch,Medium,North  of the country,Not urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,3,3,3,2,1,3,1,3,3,3,2,2,2,3,2,1,NA,NA,Economy,Norms & Values,EU & Euro,NA,NA,Environment,NA,Norms & Values,Environment,Asylumseekers & Migrants,NA,NA,NA,Economy,NA,NA,Environment,Health Care,poverty and equity,3,3,3,5,GL,0,9,7,10,7,0,0,10,0,4,9,8,7,4,4,6,5,4,11,4,4,2,3,4,5,4,2,2,4,1,2,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,1,4,1,2,2,2,2,4,4,1,4,NA,2,NA,NA,NA,NA,NA,2,NA,1,2,4,2,3,4,4,1,4,NA,1,NA,NA,NA,NA,NA,2,NA,1,1,2,1,1,4,4,1,4,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,3,1,4,4,4,5,7,7,7,3,7,0,4,4,4,4,3,4,2,3,4,3
672522,1,76,Male,Dutch,Medium,South  of the country,Strongly urbanised,1,,Yes,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,2,3,3,3,3,3,1,3,1,3,2,1,1,1,2,2,1,1,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,Norms & Values,Employment & Social Safety,poverty and equity,No topic,Norms & Values,Asylumseekers & Migrants,EU & Euro,No topic,No topic,Environment,No topic,Economy,NA,NA,NA,Economy,Environment,Housing,3,3,1,3,GL,5,8,4,9,7,1,2,10,3,3,8,9,4,5,4,8,8,2,10,4,3,3,4,3,4,4,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,4,4,2,4,4,4,1,3,4,4,NA,4,4,NA,NA,4,NA,4,2,4,2,4,4,4,1,2,4,3,NA,4,4,NA,NA,4,NA,2,3,4,2,3,4,4,1,3,4,3,NA,4,4,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,5,2,2,2,2,2,7,7,3,4,0,2,7,4,3,4,3,1,3,3,2,3,3
733247,1,31,Female,Dutch,High,West of the country,Very strongly urbanised,66,Anders christelijk,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,poverty and equity,Employment & Social Safety,Asylumseekers & Migrants,No topic,poverty and equity,Environment,No topic,Environment,No topic,EU & Euro,No topic,No topic,Norms & Values,Norms & Values,No topic,NA,NA,NA,Environment,Employment & Social Safety,Health Care,5,2,1,1,Other,3,9,7,4,7,2,4,10,1,3,7,7,5,11,11,7,5,0,11,4,3,2,3,2,2,4,1,1,4,1,2,1,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,4,1,4,4,2,NA,5,3,1,4,NA,NA,NA,NA,4,NA,NA,2,NA,2,4,5,2,NA,5,3,1,5,NA,NA,NA,NA,5,NA,NA,1,NA,2,3,3,3,NA,3,3,3,3,NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,5,1,4,5,5,0,0,0,0,0,0,0,1,3,3,3,1,3,3,2,3,3
688773,1,49,Female,Dutch,High,West of the country,Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,3,2,3,2,3,1,3,1,3,1,3,1,1,3,3,1,1,Economy,Environment,Asylumseekers & Migrants,No topic,poverty and equity,poverty and equity,Asylumseekers & Migrants,No topic,Security,Different topic,poverty and equity,No topic,Different topic,Different topic,Asylumseekers & Migrants,NA,NA,NA,Environment,Education & Science,EU & Euro,3,3,3,3,D66,4,6,5,10,5,2,4,10,4,4,8,8,4,5,3,11,11,3,9,4,4,3,4,3,4,5,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,4,2,4,3,4,1,4,4,2,NA,4,4,4,NA,4,3,1,4,4,3,4,3,4,2,4,4,3,NA,4,4,3,NA,3,3,2,4,4,3,4,4,4,2,4,4,4,NA,4,4,4,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,5,5,7,7,5,7,3,4,7,4,4,4,4,2,3,3,3,4,3
638222,1,23,Male,Dutch,Low,East  of the country,Not urbanised,66,Ben er nog niet over uit,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,3,2,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,EU & Euro,poverty and equity,Environment,Asylumseekers & Migrants,Environment,Asylumseekers & Migrants,EU & Euro,Asylumseekers & Migrants,Health Care,Environment,Asylumseekers & Migrants,Asylumseekers & Migrants,NA,NA,NA,Asylumseekers & Migrants,Housing,Environment,5,3,5,4,FvD,8,7,3,9,7,3,0,10,0,4,9,9,2,6,2,5,6,0,9,1,1,2,1,2,2,2,2,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,2,3,2,4,1,2,2,2,2,4,2,5,NA,1,4,NA,3,4,2,4,2,4,1,2,1,1,3,3,2,5,NA,1,4,NA,4,4,1,5,2,4,1,2,2,2,4,4,1,5,NA,3,5,NA,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,6,7,NA,NA,8,NA,NA,NA,NA,NA,4,2,4,3,4,0,0,5,7,7,4,7,2,3,3,3,2,3,3,4,3,4
1114379,1,30,Female,Non-Western Migrant,High,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,2,2,2,2,3,3,1,3,3,1,1,1,1,3,1,2,Different topic,No topic,Asylumseekers & Migrants,Different topic,poverty and equity,Environment,Different topic,Different topic,No topic,No topic,No topic,Different topic,Different topic,Norms & Values,No topic,NA,NA,NA,Housing,Different topic,Environment,1,1,1,1,PvdD,0,10,5,10,9,3,3,10,0,10,10,10,4,8,5,6,10,0,8,3,3,1,2,2,2,5,2,1,3,2,4,1,1,1,4,1,1,1,1,1,4,4,4,1,4,4,4,1,1,1,2,1,NA,3,4,1,5,1,NA,NA,NA,1,NA,NA,NA,5,1,1,4,1,NA,4,4,1,5,1,NA,NA,NA,1,NA,NA,NA,5,1,1,3,1,NA,4,4,1,5,1,NA,NA,NA,1,NA,NA,NA,4,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,6,8,NA,6,NA,NA,NA,NA,NA,NA,5,1,5,5,5,5,2,0,4,5,2,0,3,3,1,3,3,3,3,2,4,3
615219,1,53,Male,Dutch,Medium,West of the country,Medium urbanised,7,,Yes,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,2,2,1,1,2,2,3,3,3,3,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,Norms & Values,poverty and equity,Different topic,Security,NA,NA,NA,NA,NA,NA,Different topic,Asylumseekers & Migrants,Housing,5,5,5,3,JA21,99,7,3,8,5,4,3,10,4,6,7,7,3,5,3,5,5,4,6,2,2,2,2,2,2,3,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,4,2,4,3,4,1,1,3,1,4,NA,NA,5,NA,NA,4,NA,2,3,1,3,3,4,1,3,4,3,4,NA,NA,4,NA,NA,3,NA,2,4,3,4,3,4,1,4,3,1,4,NA,NA,4,NA,NA,3,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,4,1,2,2,2,3,7,6,7,4,5,0,2,3,3,3,2,3,2,3,2,3
1143038,1,54,Female,Dutch,Low,North  of the country,NA,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,poverty and equity,Environment,Asylumseekers & Migrants,Different topic,Economy,Different topic,Different topic,Different topic,Asylumseekers & Migrants,EU & Euro,No topic,Different topic,Norms & Values,No topic,No topic,NA,NA,NA,Asylumseekers & Migrants,Housing,Security,5,4,4,3,CDA,8,7,NA,8,7,7,8,11,NA,NA,6,11,4,8,NA,NA,8,11,NA,4,2,2,1,2,2,4,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,4,2,4,3,4,2,1,4,3,3,NA,NA,5,NA,NA,5,NA,3,4,3,3,3,4,3,1,3,2,3,NA,NA,5,NA,NA,5,NA,3,2,2,4,3,5,2,1,3,2,3,NA,NA,5,NA,NA,4,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,9,NA,NA,3,2,5,2,2,7,7,0,7,2,7,7,3,3,3,3,2,3,3,2,4,3
649559,1,19,Male,Dutch,Medium,East  of the country,Strongly urbanised,7,,Yes,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,1,1,1,1,1,3,1,3,3,1,1,1,2,2,1,1,Economy,Environment,Asylumseekers & Migrants,Environment,Economy,Mobility & Infrastructure,Norms & Values,Norms & Values,Asylumseekers & Migrants,Mobility & Infrastructure,Asylumseekers & Migrants,Security,Environment,Asylumseekers & Migrants,Security,NA,NA,NA,Mobility & Infrastructure,Economy,Environment,1,1,2,2,I wasn't eligble to vote,4,8,3,4,6,0,3,10,1,4,9,7,3,11,4,6,7,1,11,4,3,4,4,2,4,5,2,4,4,2,2,2,1,1,4,1,1,1,1,1,4,4,4,1,4,4,1,4,1,NA,5,1,NA,4,5,1,4,4,NA,NA,NA,5,NA,NA,2,NA,4,NA,4,4,NA,4,3,1,2,5,NA,NA,NA,5,NA,NA,3,NA,2,NA,4,2,NA,2,4,1,2,3,NA,NA,NA,5,NA,NA,2,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,6,NA,NA,7,NA,7,NA,NA,4,2,3,3,2,1,7,0,0,3,5,5,3,4,2,4,1,4,3,4,3,4
1119993,1,53,Female,Dutch,High,North  of the country,Not urbanised,7,,Yes,NA,1,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,3,3,2,2,2,3,3,3,2,3,2,3,2,3,3,3,2,2,Asylumseekers & Migrants,Environment,NA,NA,NA,Asylumseekers & Migrants,EU & Euro,Environment,NA,Norms & Values,NA,Asylumseekers & Migrants,NA,Health Care,EU & Euro,Economy,NA,NA,Asylumseekers & Migrants,Health Care,Housing,2,2,4,4,PVV,8,7,1,10,6,0,0,10,0,6,9,5,3,7,5,6,8,4,9,3,2,2,2,2,3,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,4,2,4,4,4,2,2,4,4,2,NA,2,5,3,NA,4,NA,4,4,1,3,3,4,1,3,2,2,2,NA,2,4,3,NA,4,NA,4,4,1,5,4,4,4,4,4,4,4,NA,2,5,3,NA,4,NA,5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,3,3,4,3,3,7,0,2,7,6,7,5,3,3,3,3,3,4,3,4,4,4
1201919,1,22,Female,Non-Western Migrant,High,East  of the country,Strongly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,Economy,Education & Science,Asylumseekers & Migrants,No topic,Norms & Values,Environment,Different topic,No topic,No topic,Environment,No topic,No topic,Employment & Social Safety,Norms & Values,No topic,NA,NA,NA,Norms & Values,Environment,Health Care,2,2,1,1,Bij1,0,9,6,8,11,3,4,10,3,11,11,11,4,11,11,11,8,0,11,3,3,2,3,2,4,4,1,3,3,2,3,1,1,1,4,1,1,1,1,4,4,4,1,1,4,4,1,4,1,1,4,3,NA,4,4,1,4,NA,NA,NA,3,2,NA,NA,1,NA,1,2,4,3,NA,4,4,1,4,NA,NA,NA,4,3,NA,NA,3,NA,1,2,4,3,NA,4,4,1,4,NA,NA,NA,4,4,NA,NA,2,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,7,NA,10,7,NA,NA,NA,NA,NA,NA,5,1,5,5,5,0,0,3,7,7,4,4,4,3,3,4,3,3,4,3,4,3
1004817,1,20,Male,Dutch,Medium,South  of the country,Very strongly urbanised,1,,Yes,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,Security,Environment,Asylumseekers & Migrants,No topic,poverty and equity,Development Aid,Culture of governance,Norms & Values,Economy,EU & Euro,Norms & Values,Employment & Social Safety,Environment,Different topic,No topic,NA,NA,NA,Economy,Asylumseekers & Migrants,Environment,1,1,1,4,I wasn't eligble to vote,7,6,5,5,5,2,2,10,1,8,9,8,2,5,0,4,9,0,5,4,4,3,2,3,4,5,2,2,2,3,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,2,1,1,0,4,4,3,5,3,4,3,3,3,3,3,3,3,2,3,4
677856,1,65,Female,Dutch,Low,West of the country,NA,7,,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,Economy,Environment,Asylumseekers & Migrants,No topic,Health Care,Environment,No topic,No topic,No topic,EU & Euro,No topic,No topic,Environment,No topic,poverty and equity,NA,NA,NA,Security,Health Care,Asylumseekers & Migrants,3,3,3,3,FvD,7,6,0,8,0,0,0,10,3,0,6,4,0,6,4,6,6,2,8,2,2,1,1,2,2,2,2,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,2,4,3,4,2,3,2,2,3,3,2,4,3,NA,4,NA,4,4,3,4,3,4,1,3,2,2,3,3,2,4,3,NA,4,NA,4,4,2,4,2,4,1,4,2,1,4,3,2,4,3,NA,4,NA,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,6,NA,NA,3,2,2,2,1,2,0,0,1,0,0,0,1,1,1,1,1,2,2,3,3,3
1120446,1,25,Male,Dutch,Medium,North  of the country,Lowly urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,3,1,3,3,3,3,1,3,3,2,1,1,3,3,1,1,NA,Environment,Norms & Values,NA,Education & Science,Norms & Values,EU & Euro,Environment,NA,Economy,Environment,NA,NA,NA,EU & Euro,Economy,NA,NA,Environment,Health Care,Economy,2,2,4,1,Volt,5,7,4,10,7,0,0,10,0,1,9,10,5,6,9,9,8,11,11,4,2,4,4,4,5,5,4,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,4,1,4,1,3,1,4,3,2,1,1,3,NA,NA,NA,4,4,NA,NA,1,NA,3,4,1,4,3,4,2,1,3,NA,NA,NA,4,4,NA,NA,4,NA,3,4,2,4,3,1,1,1,3,NA,NA,NA,4,4,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,1,1,1,5,0,2,7,0,2,0,3,1,2,3,1,4,1,4,4,4
621993,1,23,Male,Dutch,High,West of the country,Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,3,2,2,2,1,3,3,3,3,2,2,3,2,2,3,2,Culture of governance,Education & Science,Asylumseekers & Migrants,Norms & Values,poverty and equity,Environment,No topic,Norms & Values,Employment & Social Safety,EU & Euro,No topic,poverty and equity,Environment,poverty and equity,Employment & Social Safety,NA,NA,NA,Environment,Housing,poverty and equity,3,1,3,4,Volt,2,8,5,6,5,0,3,10,2,4,7,7,5,6,6,6,6,0,7,5,3,2,3,2,3,4,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,2,5,5,5,1,5,4,2,NA,4,3,3,NA,2,NA,1,1,5,1,4,3,5,1,5,5,1,NA,3,3,4,NA,2,NA,1,2,3,4,3,5,4,3,4,4,2,NA,3,4,3,NA,4,NA,3,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,7,NA,NA,4,1,3,2,2,2,1,0,7,7,5,3,3,3,3,3,3,4,3,3,3,3
773759,1,75,Female,Dutch,High,South  of the country,Lowly urbanised,1,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,3,2,3,1,1,3,1,3,3,3,2,2,1,3,3,1,NA,Environment,Different topic,NA,poverty and equity,NA,NA,Norms & Values,NA,Culture of governance,No topic,Asylumseekers & Migrants,NA,NA,NA,Economy,Different topic,NA,Norms & Values,Health Care,Environment,1,1,1,1,D66,4,8,3,8,7,1,2,10,7,8,8,9,9,4,9,7,7,8,10,3,4,2,3,2,3,4,2,2,4,1,3,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,1,4,1,4,4,2,3,4,4,1,3,4,NA,NA,NA,4,NA,NA,3,NA,1,4,4,1,3,4,4,1,2,4,NA,NA,NA,5,NA,NA,3,NA,1,3,4,2,3,4,5,1,3,4,NA,NA,NA,5,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,5,1,5,5,5,6,4,7,0,4,4,0,4,4,4,3,1,4,1,2,3,3
1281379,1,18,Female,Dutch,Medium,West of the country,Medium urbanised,7,,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Environment,Economy,Health Care,3,4,3,4,I wasn't eligble to vote,2,6,3,10,6,0,0,10,0,4,9,5,3,6,4,4,7,5,5,4,3,3,4,3,4,5,3,3,4,2,3,2,1,1,4,4,1,1,4,4,4,4,4,1,4,4,1,4,4,NA,4,2,NA,NA,4,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,4,2,NA,NA,3,2,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,3,3,NA,NA,3,2,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,1,5,4,4,2,1,3,2,7,0,2,4,4,4,4,3,3,2,4,4,4
853866,1,61,Male,Western Migrant,High,"Three big cities (Amsterdam, Rotterdam, The Hague)",Very strongly urbanised,7,,Yes,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,3,3,2,Norms & Values,Environment,Norms & Values,NA,NA,Asylumseekers & Migrants,Asylumseekers & Migrants,poverty and equity,NA,Culture of governance,Environment,NA,NA,NA,NA,Economy,No topic,NA,Economy,EU & Euro,Education & Science,1,1,1,1,VVD,6,7,5,10,7,1,4,10,11,10,11,10,11,11,11,11,7,11,11,5,4,4,5,3,5,5,3,3,5,1,2,1,4,1,1,1,1,1,1,1,1,4,4,1,4,4,1,4,1,5,NA,2,5,5,5,1,5,3,3,NA,NA,5,NA,NA,5,NA,1,3,NA,1,3,3,4,1,4,3,4,NA,NA,5,NA,NA,4,NA,3,4,NA,5,3,2,4,5,2,3,3,NA,NA,5,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,6,NA,6,4,1,4,4,4,0,7,3,0,0,4,0,3,4,4,4,1,3,1,3,1,4
391627,1,71,Female,Dutch,High,East  of the country,Lowly urbanised,66,Spiritueel,Yes,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,2,Asylumseekers & Migrants,Environment,No topic,Norms & Values,poverty and equity,poverty and equity,No topic,Norms & Values,No topic,EU & Euro,No topic,Culture of governance,Different topic,No topic,No topic,NA,NA,NA,Norms & Values,Environment,Health Care,5,3,5,5,D66,4,9,4,10,7,3,3,10,4,7,9,10,4,5,8,5,5,9,9,4,4,4,4,3,4,4,3,3,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,4,3,4,2,4,4,4,1,4,4,3,NA,5,5,NA,NA,3,NA,NA,3,4,2,4,4,4,1,4,4,3,NA,5,5,NA,NA,3,NA,NA,3,3,3,3,3,3,2,3,3,2,NA,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,7,NA,7,NA,6,3,2,3,4,3,7,7,7,7,0,3,0,4,4,4,4,1,4,1,3,3,2
